Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,temp_differential
496,4.70624017,5.249898286,3.803385471,75.03360653,70.54209474,-4.491511790000004
836,3.96002691,4.928546244,3.705357386,74.39501586,84.09830728,9.70329142
623,3.055244491,9.494611635,2.08472535,76.86570058,72.92768818,-3.938012399999991
675,2.785797256,5.463946609,1.649817197,75.3972787,82.90745278,7.510174079999999
1412,2.816021661,4.001409919,1.921521974,83.24601322,71.17692691,-12.069086309999989
414,3.928895846,4.468992595,1.740372554,74.46148927,80.17177589,5.710286620000005
1041,2.618464458,6.031471853,3.444127327,75.87409034,74.213489,-1.6606013399999995
975,5.964634853,4.001450229,2.460978948,80.72766755,80.23123486,-0.496432690000006
1158,2.653551652,4.95609747,1.126614558,76.7039353,82.82152323,6.117587929999999
1357,4.045930591,7.247099906,1.827783292,78.38221418,87.12036286,8.738148679999995
767,3.675061993,6.603298744,2.240415747,77.22655708,71.87110652,-5.355450560000008
1179,3.308126694,6.162965271,0.736781032,75.67839738,71.43085438,-4.247543000000007
956,3.720926295,5.05015851,4.541595924,78.29451725,75.35054442,-2.9439728299999928
1057,2.237830373,5.631611519,2.505174678,74.52949593,76.76005885,2.230562919999997
854,5.325311975,3.992183491,5.119024389,81.89433038,82.20909442,0.31476404
855,3.087465037,5.170975444,2.493160236,86.23559719,81.37270588,-4.862891309999995
1096,2.480398567,5.149975398,0.635378304,84.09083416,78.01595898,-6.0748751800000065
434,4.442972746,7.090542256,1.524269191,75.6209074,83.18831276,7.567405360000009
822,3.310683869,5.627634476,2.058694206,77.85300777,78.11730689,0.2642991199999898
569,3.736062689,5.7291344,1.870193636,76.74234076,79.45186304,2.7095222800000016
952,2.406550016,7.418634881,1.443150361,75.18066062,78.45281201,3.2721513900000048
973,2.349488362,5.715477129,3.340146388,78.82165897,77.50673439,-1.314924579999996
554,3.396276209,10.29029668,1.999732845,76.54655937,83.10626682,6.559707450000005
811,4.851543187,3.622093695,0.758106736,76.04222077,82.37460138,6.332380610000001
540,3.081386847,4.375281144,0.982797128,76.41520746,79.3204985,2.9052910399999945
778,3.538907361,5.208443444,1.734623678,73.84982824,73.38530785,-0.4645203899999899
563,2.217111772,6.034854522,2.623956293,78.60389185,77.73104383,-0.8728480199999922
1033,2.036131924,4.932127866,2.235216629,75.93189644,69.71027153,-6.221624910000003
804,4.572660164,5.992453321,1.535159301,77.05191677,79.80513975,2.7532229799999897
369,2.746006964,6.989355267,1.830474231,77.18143043,75.69747768,-1.4839527500000003
798,5.789154068,6.727879187,1.819378007,77.6019679,79.90657695,2.3046090499999963
437,3.900054375,6.734776114,2.790180659,78.00837612,78.00277131,-0.005604809999994131
1221,4.420860074,5.888118911,5.204646773,76.78706904,90.00672576,13.219656719999989
946,2.337909938,5.878699254,6.107326234,78.05562273,81.37253081,3.3169080800000046
654,2.12681119,6.048616774,2.932469177,75.45248831,85.56178181,10.109293499999993
800,3.403040218,5.070474401,2.423549461,75.85764805,75.29601032,-0.5616377300000011
1388,2.991451124,4.277201458,1.463618612,77.88694094,82.12003734,4.233096399999994
576,4.796218769,8.315169979,3.235006595,83.49092129,90.11710974,6.626188450000001
1307,3.771456913,2.955203604,1.844965895,77.86410473,81.62351367,3.75940894
663,4.798852519,7.292508675,2.363308991,75.42956294,70.38682831,-5.042734629999998
582,1.305754757,5.211494013,2.633096833,75.93492015,75.58095225,-0.35396790000000067
1145,4.436744615,5.686701371,2.96589891,74.06224887,71.00266913,-3.0595797400000038
673,1.826225607,8.799340093,1.239881981,76.36529124,83.42322758,7.057936339999998
469,2.244982914,7.020500865,0.246692655,76.9158745,86.21917274,9.303298240000004
739,2.464748241,8.192445879,2.752651989,74.69714115,87.95084449,13.253703340000001
1240,4.557669241,4.769485567,1.481278609,77.44117155,75.29450069,-2.1466708600000004
529,2.59155178,7.383816959,2.33410448,76.62804159,76.08376101,-0.5442805799999917
835,3.516407935,3.704002371,1.359745377,89.27589701,73.33782249,-15.93807452
848,2.474462655,5.649182722,3.259924404,76.35473595,77.66087443,1.3061384800000013
754,2.931880538,5.210594877,1.070077031,78.21956338,81.21398998,2.994426599999997
510,4.641280446,3.945978301,1.855170821,78.01709428,74.07458294,-3.942511339999996
450,0.699887698,4.111951561,0.94999253,74.8690501,72.8898093,-1.9792407999999995
658,3.201742,6.108218354,1.567631825,75.6650327,69.75539582,-5.909636879999994
529,3.215983834,5.469481063,2.196792869,78.29402793,75.39119034,-2.9028375900000043
1799,2.776676439,7.228797563,1.834901317,87.57857063,78.95137827,-8.627192359999995
84,3.830491098,4.907142035,1.061623857,75.62668222,77.40797796,1.7812957399999902
798,1.988798241,2.982691903,1.36254383,77.3036894,76.03431603,-1.2693733699999967
1083,4.867080395,4.984865361,2.49639962,81.90804994,81.06430222,-0.8437477199999961
633,2.211678726,7.715703141,2.244280224,76.32532303,81.73380535,5.40848231999999
918,2.981941209,11.24553877,2.724375646,76.19384189,92.01486244,15.82102055
668,2.541819792,5.145479719,3.114428463,75.49389021,70.38139692,-5.112493290000003
488,0.325005426,8.190475564,1.503243697,76.15075327,77.30819501,1.15744174000001
813,4.485256962,8.60506641,1.668093683,76.21797975,77.23755386,1.0195741100000077
413,3.492244437,6.194312143,1.769396373,82.12613355,78.46429928,-3.66183427
1185,3.764830046,10.67399172,2.249565729,78.4875236,75.17431356,-3.3132100400000013
1057,2.054570787,6.884651576,1.598793662,76.6174642,87.62744631,11.009982109999996
643,2.62585753,8.451584951,2.909539711,83.80809091,68.85950411,-14.948586800000001
659,4.495829469,5.978983711,5.866577702,76.95974073,83.49759944,6.537858710000009
429,3.378733978,3.557734043,2.692527804,77.95684478,93.98068928,16.02384450000001
1087,4.294720701,3.272855489,2.086659702,85.17823112,75.42729139,-9.750939730000013
671,4.183711117,7.13686938,2.776893627,77.18754137,79.17833622,1.9907948500000003
743,2.983044788,11.83076865,1.705550721,76.26823887,85.1805141,8.912275229999992
744,2.740729188,4.94498558,1.294336734,77.41705121,90.16332367,12.74627246
809,4.050245312,7.78544217,2.34322546,77.79120864,75.28388704,-2.5073215999999974
